ID	lgth	out	in	long_cov	short1_cov	short1_Ocov	short2_cov	short2_Ocov	short3_cov	short3_Ocov	short4_cov	short4_Ocov	long_nb	short1_nb	short2_nb	short3_nb	short4_nb
89	712	0	0	0.000000	2.518258	2.518258	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
90	255	0	0	0.000000	1.607843	1.607843	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
91	53	0	0	0.000000	2.415094	2.415094	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
92	276	0	0	0.000000	1.771739	1.771739	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
93	327	0	0	0.000000	2.119266	2.119266	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
94	205	0	0	0.000000	1.775610	1.775610	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
95	325	0	1	0.000000	2.575385	2.575385	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
96	197	0	0	0.000000	1.309645	1.309645	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
97	318	0	0	0.000000	2.933962	2.933962	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
98	280	2	0	0.000000	2.953571	2.953571	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
99	575	0	0	0.000000	3.881739	3.881739	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
100	295	0	0	0.000000	1.701695	1.701695	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
101	390	0	1	0.000000	1.789744	1.789744	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
102	90	0	0	0.000000	3.244444	3.244444	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
103	321	0	1	0.000000	2.389408	2.389408	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
104	195	0	0	0.000000	2.425641	2.425641	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
105	174	0	1	0.000000	2.609195	2.609195	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
106	237	0	0	0.000000	1.430380	1.430380	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
107	104	0	0	0.000000	2.480769	2.480769	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
108	439	0	1	0.000000	2.380410	2.380410	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
109	460	0	0	0.000000	1.595652	1.595652	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
110	263	0	0	0.000000	1.961977	1.961977	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
111	216	0	0	0.000000	2.032407	2.032407	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
112	722	0	1	0.000000	2.238227	2.238227	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
113	94	0	0	0.000000	2.925532	2.925532	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
114	273	0	0	0.000000	1.846154	1.846154	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
115	86	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
116	77	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
117	277	0	0	0.000000	1.339350	1.339350	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
118	106	0	0	0.000000	1.924528	1.924528	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
119	272	0	0	0.000000	1.283088	1.283088	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
120	406	0	1	0.000000	2.083744	2.083744	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
121	81	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
122	62	1	0	0.000000	1.580645	1.580645	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
123	78	1	0	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
124	275	0	0	0.000000	1.487273	1.487273	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
125	231	0	0	0.000000	1.666667	1.666667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
126	86	0	0	0.000000	2.372093	2.372093	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
127	113	0	1	0.000000	2.336283	2.336283	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
128	86	0	0	0.000000	1.639535	1.639535	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
129	414	0	0	0.000000	2.661836	2.661836	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
130	220	0	2	0.000000	1.300000	1.300000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
131	249	0	0	0.000000	1.662651	1.662651	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
132	306	0	0	0.000000	2.133987	2.133987	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
133	190	0	0	0.000000	1.263158	1.263158	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
134	225	0	0	0.000000	1.506667	1.506667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
135	247	0	0	0.000000	2.704453	2.704453	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
136	304	0	0	0.000000	2.401316	2.401316	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
137	103	0	0	0.000000	1.650485	1.650485	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
138	271	0	0	0.000000	1.583026	1.583026	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
139	44	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
140	30	0	2	0.000000	1.766667	1.766667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
141	86	0	0	0.000000	1.744186	1.744186	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
142	92	1	0	0.000000	2.445652	2.445652	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
143	229	0	0	0.000000	1.855895	1.855895	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
144	161	1	1	0.000000	2.024845	2.024845	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
145	88	0	0	0.000000	1.193182	1.193182	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
146	167	1	0	0.000000	1.868263	1.868263	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
147	337	0	0	0.000000	1.786350	1.786350	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
148	122	0	0	0.000000	2.114754	2.114754	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
149	86	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
150	86	0	0	0.000000	2.848837	2.848837	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
151	31	0	0	0.000000	1.354839	1.354839	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
152	275	0	0	0.000000	1.600000	1.600000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
153	228	0	0	0.000000	1.763158	1.763158	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
154	248	0	0	0.000000	2.693548	2.693548	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
155	86	0	0	0.000000	1.953488	1.953488	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
156	86	0	0	0.000000	1.941860	1.941860	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
157	221	0	0	0.000000	2.072398	2.072398	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
158	245	0	0	0.000000	2.330612	2.330612	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
159	195	0	0	0.000000	1.764103	1.764103	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
160	65	0	0	0.000000	1.784615	1.784615	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
161	305	0	0	0.000000	2.488525	2.488525	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
162	80	0	0	0.000000	1.700000	1.700000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
163	115	0	0	0.000000	2.791304	2.791304	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
164	327	0	0	0.000000	3.131498	3.131498	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
165	221	0	0	0.000000	2.393665	2.393665	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
166	81	0	0	0.000000	1.703704	1.703704	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
167	437	0	0	0.000000	2.913043	2.913043	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
168	77	1	0	0.000000	1.454545	1.454545	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
169	2	2	2	0.000000	4.000000	4.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
170	179	0	1	0.000000	1.737430	1.737430	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
171	79	0	0	0.000000	1.962025	1.962025	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
172	249	0	0	0.000000	1.578313	1.578313	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
173	321	0	0	0.000000	3.109034	3.109034	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
174	86	0	0	0.000000	1.604651	1.604651	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
175	129	0	0	0.000000	3.139535	3.139535	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
176	65	0	0	0.000000	2.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
177	301	0	0	0.000000	2.674419	2.674419	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
178	252	0	0	0.000000	2.384921	2.384921	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
179	472	0	0	0.000000	2.533898	2.533898	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
180	359	0	0	0.000000	2.189415	2.189415	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
181	338	0	0	0.000000	2.168639	2.168639	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
182	268	0	1	0.000000	2.529851	2.529851	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	0	0	0
