15180000	15180000	1.0324389
15430000	15430000	1.0473112
15180000	15180000	1.0715612
15360000	15360000	1.0728612
15750000	15750000	1.0986052
15470000	15470000	1.1206254
15370000	15370000	1.1331294
15750000	15750000	1.174511
15070000	15070000	1.1822032
15180000	15180000	1.1901451
15510000	15510000	1.190189
15190000	15190000	1.2015281
15470000	15470000	1.2182956
15070000	15070000	1.2254966
15190000	15190000	1.226601
15370000	15370000	1.2347982
15380000	15380000	1.2586254
15380000	15380000	1.2645713
15070000	15070000	1.2689886
15470000	15470000	1.281032
15190000	15190000	1.2812098
15070000	15070000	1.3082128
15620000	15620000	1.3437175
15530000	15530000	1.3489734
16630000	16630000	1.349787
15380000	15380000	1.3754052
15750000	15750000	1.4431994
15770000	15770000	1.4797084
15820000	15820000	1.4826963
15510000	15510000	1.487564
15370000	15370000	1.4910152
15770000	15770000	1.5081434
15470000	15470000	1.5116798
15180000	15180000	1.5340949
15560000	15560000	1.5689843
15560000	15560000	1.6119237
15830000	15830000	1.6135093
15360000	15360000	1.6333857
15360000	15360000	1.6507648
15580000	15580000	1.6544521
15530000	15530000	1.6575731
15470000	15470000	1.6730347
15510000	15510000	1.6879631
15430000	15430000	1.6881018
15190000	15190000	1.7125616
15360000	15360000	1.7224128
16630000	16630000	1.7627174
15360000	15360000	1.7905521
15530000	15530000	1.802042
15530000	15530000	1.8028517
15070000	15070000	1.8372684
15360000	15360000	1.8396461
15620000	15620000	1.864861
15800000	15800000	1.8903897
15510000	15510000	1.894513
15190000	15190000	1.8951017
15570000	15570000	1.9468195
15780000	15780000	1.9577876
15380000	15380000	1.9595113
15560000	15560000	2.014671
15470000	15470000	2.036718
15780000	15780000	2.0535944
15820000	15820000	2.0918305
15060000	15060000	2.0928304
15620000	15620000	2.0929189
15800000	15800000	2.101282
15380000	15380000	2.103359
15190000	15190000	2.125658
15060000	15060000	2.127355
15370000	15370000	2.1423502
15370000	15370000	2.1575124
15180000	15180000	2.2397323
15070000	15070000	2.2579691
15560000	15560000	2.2860804
16900000	16900000	2.2933552
15370000	15370000	2.3158953
15370000	15370000	2.323765
15830000	15830000	2.3601189
15560000	15560000	2.3999965
17370000	17370000	2.4244747
15180000	15180000	2.4390638
15070000	15070000	2.4713552
15580000	15580000	2.474547
15530000	15530000	2.474669
15360000	15360000	2.4874368
15430000	15430000	2.492873
15470000	15470000	2.5063934
15530000	15530000	2.5235848
15060000	15060000	2.541236
15410000	15410000	2.5684857
15430000	15430000	2.5914917
15380000	15380000	2.6782176
15470000	15470000	2.6986432
15580000	15580000	2.7129424
15380000	15380000	2.7495747
15380000	15380000	2.9319181
15530000	15530000	2.9400172
15190000	15190000	2.9587958
16930000	16930000	2.963856
15470000	15470000	2.9814596
15060000	15060000	2.985092
15180000	15180000	3.1114388
16630000	16630000	3.1145308
15510000	15510000	3.1402645
15530000	15530000	3.1776252
15570000	15570000	3.183708
15190000	15190000	3.1837475
15450000	15450000	3.1880443
15750000	15750000	3.2278636
15180000	15180000	3.2317495
15620000	15620000	3.3580987
15720000	15720000	3.3680797
16920000	16920000	3.5193949
15070000	15070000	3.5216854
15570000	15570000	3.5550275
15360000	15360000	3.5689757
15410000	15410000	3.588161
15830000	15830000	3.593181
15450000	15450000	3.6382985
15460000	15460000	3.6718802
15060000	15060000	3.6754348
15580000	15580000	3.684358
15750000	15750000	3.6893125
15620000	15620000	3.762845
15370000	15370000	3.7662065
15190000	15190000	3.855421
15180000	15180000	3.8658907
15460000	15460000	3.8720145
15450000	15450000	3.9399636
15820000	15820000	3.9880955
15510000	15510000	3.9916978
15070000	15070000	3.9921699
15620000	15620000	4.009958
15070000	15070000	4.029266
15450000	15450000	4.054948
15430000	15430000	4.1810575
15430000	15430000	4.2001204
15570000	15570000	4.2549043
15470000	15470000	4.2739654
15580000	15580000	4.292337
16460000	16460000	4.4151797
15510000	15510000	4.439228
17370000	17370000	4.4452353
15570000	15570000	4.4669285
15820000	15820000	4.514685
15060000	15060000	4.5710754
15060000	15060000	4.6140165
15510000	15510000	4.6339364
15720000	15720000	4.674345
15770000	15770000	4.737301
15380000	15380000	4.7396317
15060000	15060000	4.7529106
15380000	15380000	4.8643513
16630000	16630000	4.937501
15570000	15570000	4.9996686
15180000	15180000	5.029838
15510000	15510000	5.061615
15410000	15410000	5.209382
15460000	15460000	5.2440343
15560000	15560000	5.261854
15180000	15180000	5.2666607
15720000	15720000	5.389552
15460000	15460000	5.5140767
15750000	15750000	5.584332
15560000	15560000	5.5920696
15800000	15800000	5.6548724
15560000	15560000	5.7301474
15780000	15780000	5.7522693
15180000	15180000	5.78318
15060000	15060000	5.8355994
16630000	16630000	5.937884
15360000	15360000	6.081728
15580000	15580000	6.18565
15780000	15780000	6.279171
15830000	15830000	6.34815
15780000	15780000	6.5746017
15580000	15580000	6.8284287
15060000	15060000	6.8505716
15580000	15580000	7.018958
15770000	15770000	7.0677705
15410000	15410000	7.218254
17380000	17380000	7.411111
15470000	15470000	7.4810724
15430000	15430000	7.7481456
15060000	15060000	7.7824974
15770000	15770000	7.8495445
15580000	15580000	7.8778424
15360000	15360000	7.9858685
17370000	17370000	8.070899
15450000	15450000	8.159813
15750000	15750000	8.299991
17380000	17380000	8.507212
15060000	15060000	8.723521
15580000	15580000	8.796643
15530000	15530000	8.944004
15830000	15830000	9.132269
16900000	16900000	9.15095
15620000	15620000	9.554538
16900000	16900000	9.800831
15720000	15720000	10.051113
15750000	15750000	10.239141
15570000	15570000	10.408089
15460000	15460000	10.811254
17390000	17390000	11.205172
15720000	15720000	13.114954
15800000	15800000	13.5019245
15780000	15780000	13.835463
15580000	15580000	14.45177
15780000	15780000	14.713371
15370000	15370000	14.800217
15410000	15410000	14.948849
15510000	15510000	15.540689
15530000	15530000	16.598444
15820000	15820000	17.764616
16920000	16920000	17.920176
15770000	15770000	18.078058
15580000	15580000	18.459381
15580000	15580000	18.728003
15710000	15710000	18.901087
15560000	15560000	18.921331
15570000	15570000	20.784016
15530000	15530000	21.130375
15800000	15800000	23.424822
15570000	15570000	24.934866
16920000	16920000	25.888395
15620000	15620000	40.209167
15710000	15710000	55.192764
15580000	15580000	61.69943
15710000	15710000	119.185265
