FBtr0304153	500	0	0	0	0
FBtr0307094	500	175	-17.0489	-0.0340978	-0.0974223
FBtr0070097	500	175	-9.99816	-0.0199963	-0.0571323
FBtr0339443	500	175	-5.93024	-0.0118605	-0.0338871
FBtr0339442	500	175	-5.93024	-0.0118605	-0.0338871
FBtr0070098	500	175	-5.93024	-0.0118605	-0.0338871
FBtr0070099	500	175	-9.63781	-0.0192756	-0.0550732
FBtr0070100	500	175	-10.4591	-0.0209183	-0.0597664
FBtr0342970	500	175	-5.63445	-0.0112689	-0.0321969
FBtr0273442	500	175	-2.83554	-0.00567109	-0.0162031
FBtr0273443	500	175	-2.83554	-0.00567109	-0.0162031
FBtr0344151	500	175	-2.83554	-0.00567109	-0.0162031
FBtr0344150	500	175	-2.83554	-0.00567109	-0.0162031
FBtr0070102	500	175	-2.83554	-0.00567109	-0.0162031
FBtr0070101	500	175	-2.83554	-0.00567109	-0.0162031
FBtr0342963	500	175	-5.48114	-0.0109623	-0.0313208
FBtr0070103	500	175	-5.48114	-0.0109623	-0.0313208
FBtr0300326	500	175	-1.88506	-0.00377012	-0.0107718
FBtr0304372	500	175	-2.65322	-0.00530643	-0.0151612
FBtr0304371	500	175	-2.65843	-0.00531687	-0.015191
FBtr0308209	500	175	-2.80421	-0.00560841	-0.016024
FBtr0308208	500	175	-2.80421	-0.00560841	-0.016024
FBtr0089441	500	175	-2.80421	-0.00560841	-0.016024
FBtr0332978	500	175	-2.80421	-0.00560841	-0.016024
FBtr0332977	500	175	-2.80421	-0.00560841	-0.016024
FBtr0332976	500	175	-2.80421	-0.00560841	-0.016024
FBtr0089442	500	175	-5.41746	-0.0108349	-0.0309569
FBtr0100582	500	175	-5.41746	-0.0108349	-0.0309569
FBtr0100581	500	175	-5.41746	-0.0108349	-0.0309569
FBtr0100580	500	175	-5.41746	-0.0108349	-0.0309569
FBtr0100579	500	175	-5.41746	-0.0108349	-0.0309569
FBtr0100578	500	175	-5.41746	-0.0108349	-0.0309569
FBtr0100577	500	175	-5.41746	-0.0108349	-0.0309569
FBtr0308207	500	175	-5.83374	-0.0116675	-0.0333356
FBtr0332989	500	175	-4.25536	-0.00851073	-0.0243164
FBtr0332988	500	175	-4.25536	-0.00851073	-0.0243164
FBtr0332990	500	175	-7.80899	-0.015618	-0.0446228
FBtr0070106	500	175	-7.80899	-0.015618	-0.0446228
FBtr0070108	500	175	-5.06162	-0.0101232	-0.0289235
FBtr0070107	500	175	-5.06162	-0.0101232	-0.0289235
FBtr0340207	500	175	-3.99212	-0.00798425	-0.0228121
FBtr0332568	500	175	-9.3055	-0.018611	-0.0531743
FBtr0340051	500	175	-7.39673	-0.0147935	-0.0422671
FBtr0300673	500	175	-7.39673	-0.0147935	-0.0422671
FBtr0345997	500	175	-8.82693	-0.0176539	-0.0504396
FBtr0345996	500	175	-8.82693	-0.0176539	-0.0504396
FBtr0345995	500	175	-8.82693	-0.0176539	-0.0504396
FBtr0307095	500	175	-17.0489	-0.0340978	-0.0974223
FBtr0112921	500	175	-17.0489	-0.0340978	-0.0974223
FBtr0346900	500	179	-1.71867	-0.00343733	-0.00960149
FBtr0346901	500	276	-4.21479	-0.00842959	-0.015271
FBtr0346899	500	311	-3.21573	-0.00643147	-0.01034
FBtr0346902	500	311	-3.21573	-0.00643147	-0.01034
FBtr0346903	500	29	-0.0727571	-0.000145514	-0.00250886
FBtr0346904	500	139	-0.482482	-0.000964964	-0.00347109
FBtr0300041	500	175	-6.73661	-0.0134732	-0.0384949
FBtr0343932	500	175	-6.73661	-0.0134732	-0.0384949
FBtr0113726	500	175	-6.73661	-0.0134732	-0.0384949
FBtr0113725	500	175	-6.73661	-0.0134732	-0.0384949
FBtr0113724	500	175	-6.73661	-0.0134732	-0.0384949
FBtr0113723	500	175	-6.73661	-0.0134732	-0.0384949
FBtr0113717	500	175	-6.73661	-0.0134732	-0.0384949
FBtr0344446	500	175	-5.60015	-0.0112003	-0.0320008
FBtr0302542	500	175	-5.60015	-0.0112003	-0.0320008
FBtr0113727	500	175	-4.34983	-0.00869966	-0.0248562
FBtr0309316	500	175	-3.37344	-0.00674688	-0.0192768
FBtr0336924	500	0	0	0	0
FBtr0299903	500	0	0	0	0
FBtr0111134	500	0	0	0	0
FBtr0299926	500	0	0	0	0
FBtr0344466	500	0	0	0	0
FBtr0344465	500	0	0	0	0
FBtr0344112	500	0	0	0	0
FBtr0344111	500	0	0	0	0
FBtr0302021	500	0	0	0	0
FBtr0302020	500	0	0	0	0
FBtr0301619	500	0	0	0	0
FBtr0301618	500	0	0	0	0
FBtr0111190	500	0	0	0	0
FBtr0111189	500	0	0	0	0
FBtr0111188	500	0	0	0	0
FBtr0343092	500	0	0	0	0
FBtr0346044	500	0	0	0	0
FBtr0310113	500	175	-4.49105	-0.00898211	-0.0256632
FBtr0310112	500	175	-7.53238	-0.0150648	-0.0430422
FBtr0304314	500	175	266.908	0.533816	1.52519
FBtr0304313	500	175	271.157	0.542313	1.54947
FBtr0333181	500	175	-6.22489	-0.0124498	-0.0355708
FBtr0333179	500	175	-6.22489	-0.0124498	-0.0355708
FBtr0100538	500	175	-6.22489	-0.0124498	-0.0355708
FBtr0077342	500	175	-6.22489	-0.0124498	-0.0355708
FBtr0333180	500	175	-6.22489	-0.0124498	-0.0355708
FBtr0333182	500	175	-5.02276	-0.0100455	-0.0287015
FBtr0077343	500	175	-7.82853	-0.0156571	-0.0447344
FBtr0345959	500	175	-7.05955	-0.0141191	-0.0403403
FBtr0335051	500	175	-6.69202	-0.013384	-0.0382401
FBtr0077362	500	175	-5.24206	-0.0104841	-0.0299546
FBtr0077363	500	175	-15.0281	-0.0300561	-0.0858746
FBtr0077364	500	175	-11.6347	-0.0232694	-0.066484
FBtr0333716	500	175	-5.65162	-0.0113032	-0.032295
FBtr0333773	500	175	-5.29849	-0.010597	-0.0302771
FBtr0345927	500	175	-4.28636	-0.00857272	-0.0244935
FBtr0309524	500	175	-6.25358	-0.0125072	-0.0357347
FBtr0346429	500	175	-8.2827	-0.0165654	-0.0473297
FBtr0335046	500	175	-8.2827	-0.0165654	-0.0473297
FBtr0077365	500	175	-8.2827	-0.0165654	-0.0473297
FBtr0077366	500	175	-8.2827	-0.0165654	-0.0473297
FBtr0077367	500	175	-8.1029	-0.0162058	-0.0463023
FBtr0335047	500	175	-3.52388	-0.00704776	-0.0201364
FBtr0077368	500	175	-2.63853	-0.00527706	-0.0150773
FBtr0309240	500	175	-3.97598	-0.00795196	-0.0227199
FBtr0305147	500	175	-3.97598	-0.00795196	-0.0227199
FBtr0339498	500	175	-4.25793	-0.00851585	-0.024331
FBtr0077369	500	175	-5.32352	-0.010647	-0.0304201
FBtr0339499	500	175	-3.46457	-0.00692914	-0.0197975
FBtr0301292	500	175	-2.5987	-0.0051974	-0.0148497
FBtr0301294	500	175	-3.71272	-0.00742544	-0.0212156
FBtr0301293	500	175	-3.71272	-0.00742544	-0.0212156
FBtr0300374	500	175	-3.71272	-0.00742544	-0.0212156
FBtr0300373	500	175	-3.71272	-0.00742544	-0.0212156
FBtr0077373	500	175	-3.71272	-0.00742544	-0.0212156
FBtr0077372	500	175	-3.71272	-0.00742544	-0.0212156
FBtr0077371	500	175	-3.71272	-0.00742544	-0.0212156
FBtr0077374	500	175	0	0	0
FBtr0070050	500	175	0	0	0
FBtr0070051	500	175	0	0	0
FBtr0070052	500	46	5.32396e-14	1.06479e-16	1.15738e-15
FBtr0070053	500	175	0	0	0
FBtr0070054	500	175	0	0	0
FBtr0070055	500	175	0	0	0
FBtr0070057	500	175	-3.26285	-0.0065257	-0.0186449
FBtr0070056	500	175	-3.26285	-0.0065257	-0.0186449
FBtr0345920	500	175	-3.55326	-0.00710652	-0.0203043
FBtr0070060	500	175	-11.7349	-0.0234699	-0.0670568
FBtr0070058	500	175	-11.7349	-0.0234699	-0.0670568
FBtr0070061	500	175	-11.7349	-0.0234699	-0.0670568
FBtr0070062	500	175	-11.7349	-0.0234699	-0.0670568
FBtr0070059	500	175	-10.9595	-0.021919	-0.0626257
FBtr0077212	500	175	-12.201	-0.0244019	-0.0697198
FBtr0344464	500	175	-10.4299	-0.0208598	-0.0595994
FBtr0346051	500	175	-10.6987	-0.0213975	-0.0611356
FBtr0346052	500	175	-9.70682	-0.0194136	-0.0554676
FBtr0346053	500	175	-10.9577	-0.0219154	-0.0626155
FBtr0077213	500	175	-8.27255	-0.0165451	-0.0472717
FBtr0346049	500	175	-5.05002	-0.0101	-0.0288573
FBtr0346050	500	175	-6.38134	-0.0127627	-0.0364648
FBtr0299900	500	175	-3.7949	-0.0075898	-0.0216851
FBtr0299899	500	175	-3.7949	-0.0075898	-0.0216851
FBtr0077218	500	175	-6.85257	-0.0137051	-0.0391575
FBtr0343091	500	175	883.91	1.76782	5.05092
FBtr0299901	500	175	883.91	1.76782	5.05092
FBtr0299898	500	175	883.91	1.76782	5.05092
FBtr0344103	500	175	-6.41663	-0.0128333	-0.0366664
FBtr0077219	500	175	-2.60642	-0.00521284	-0.0148938
FBtr0346383	500	175	-2.56361	-0.00512721	-0.0146492
FBtr0346039	500	175	-12.2659	-0.0245317	-0.0700906
FBtr0077220	500	175	-10.5441	-0.0210882	-0.060252
FBtr0077222	500	175	-20.9773	-0.0419546	-0.11987
FBtr0343853	500	175	-9.87053	-0.0197411	-0.056403
FBtr0077221	500	175	-7.43054	-0.0148611	-0.0424602
FBtr0346292	500	175	-8.11286	-0.0162257	-0.0463592
FBtr0346293	500	175	-4.58242	-0.00916484	-0.0261853
FBtr0077223	500	175	-8.85652	-0.017713	-0.0506087
FBtr0329900	500	175	-16.3657	-0.0327314	-0.0935184
FBtr0329902	500	175	-5.78251	-0.011565	-0.0330429
FBtr0333749	500	175	-5.78251	-0.011565	-0.0330429
FBtr0077224	500	175	-5.78251	-0.011565	-0.0330429
FBtr0329901	500	175	-3.47249	-0.00694497	-0.0198428
FBtr0329903	500	175	-3.5027	-0.0070054	-0.0200154
FBtr0339624	500	175	-6.53291	-0.0130658	-0.0373309
FBtr0339623	500	175	-6.53291	-0.0130658	-0.0373309
FBtr0077226	500	175	-6.53291	-0.0130658	-0.0373309
FBtr0091704	500	175	-12.7939	-0.0255878	-0.0731081
FBtr0077227	500	175	-12.7939	-0.0255878	-0.0731081
FBtr0091703	500	175	-12.7939	-0.0255878	-0.0731081
FBtr0091702	500	175	-12.7939	-0.0255878	-0.0731081
FBtr0300938	500	175	-6.48302	-0.012966	-0.0370458
FBtr0089301	500	175	-3.40688	-0.00681376	-0.0194679
FBtr0309696	500	175	-15.2795	-0.0305589	-0.0873112
FBtr0309695	500	175	-15.4147	-0.0308294	-0.088084
FBtr0304484	500	175	-11.0078	-0.0220155	-0.0629015
FBtr0304483	500	175	-10.963	-0.0219261	-0.0626459
FBtr0332489	500	175	-7.48243	-0.0149649	-0.0427567
FBtr0332488	500	175	-7.48243	-0.0149649	-0.0427567
FBtr0306679	500	175	-4.9482	-0.00989639	-0.0282754
FBtr0077237	500	175	-6.98131	-0.0139626	-0.0398932
FBtr0077238	500	175	-9.53048	-0.019061	-0.0544599
FBtr0310654	500	175	-2.69694	-0.00539389	-0.0154111
