FBtr0304153	500	0	0	0	0
FBtr0307094	500	175	-1018.52	-2.03703	-5.8201
FBtr0070097	500	175	2619.67	5.23935	14.9696
FBtr0339443	500	175	923.748	1.8475	5.27856
FBtr0339442	500	175	923.748	1.8475	5.27856
FBtr0070098	500	175	923.748	1.8475	5.27856
FBtr0070099	500	175	-297.566	-0.595133	-1.70038
FBtr0070100	500	175	-186.939	-0.373878	-1.06822
FBtr0342970	500	175	-421.803	-0.843606	-2.4103
FBtr0273442	500	175	-96.7412	-0.193482	-0.552807
FBtr0273443	500	175	-96.7412	-0.193482	-0.552807
FBtr0344151	500	175	-96.7412	-0.193482	-0.552807
FBtr0344150	500	175	-96.7412	-0.193482	-0.552807
FBtr0070102	500	175	-96.7412	-0.193482	-0.552807
FBtr0070101	500	175	-96.7412	-0.193482	-0.552807
FBtr0342963	500	175	146.034	0.292068	0.83448
FBtr0070103	500	175	146.034	0.292068	0.83448
FBtr0300326	500	175	-184.049	-0.368098	-1.05171
FBtr0304372	500	175	74.7637	0.149527	0.427221
FBtr0304371	500	175	44.9697	0.0899394	0.25697
FBtr0308209	500	175	440.397	0.880794	2.51655
FBtr0308208	500	175	440.397	0.880794	2.51655
FBtr0089441	500	175	440.397	0.880794	2.51655
FBtr0332978	500	175	432.469	0.864937	2.47125
FBtr0332977	500	175	432.469	0.864937	2.47125
FBtr0332976	500	175	432.469	0.864937	2.47125
FBtr0089442	500	175	197.904	0.395809	1.13088
FBtr0100582	500	175	197.904	0.395809	1.13088
FBtr0100581	500	175	197.904	0.395809	1.13088
FBtr0100580	500	175	197.904	0.395809	1.13088
FBtr0100579	500	175	197.904	0.395809	1.13088
FBtr0100578	500	175	197.904	0.395809	1.13088
FBtr0100577	500	175	197.904	0.395809	1.13088
FBtr0308207	500	175	-341.08	-0.682161	-1.94903
FBtr0332989	500	175	-259.186	-0.518372	-1.48106
FBtr0332988	500	175	-259.186	-0.518372	-1.48106
FBtr0332990	500	175	-17.6317	-0.0352633	-0.100752
FBtr0070106	500	175	-17.6317	-0.0352633	-0.100752
FBtr0070108	500	175	179.969	0.359939	1.0284
FBtr0070107	500	175	179.969	0.359939	1.0284
FBtr0340207	500	175	175.561	0.351121	1.0032
FBtr0332568	500	175	-108.62	-0.217239	-0.620683
FBtr0340051	500	175	884.155	1.76831	5.05231
FBtr0300673	500	175	884.155	1.76831	5.05231
FBtr0345997	500	175	338.623	0.677246	1.93499
FBtr0345996	500	175	338.623	0.677246	1.93499
FBtr0345995	500	175	338.623	0.677246	1.93499
FBtr0307095	500	175	-1018.52	-2.03703	-5.8201
FBtr0112921	500	175	-1018.52	-2.03703	-5.8201
FBtr0346900	500	214	-77.0035	-0.154007	-0.359829
FBtr0346901	500	374	298.082	0.596163	0.79701
FBtr0346899	500	426	556.686	1.11337	1.30677
FBtr0346902	500	426	556.686	1.11337	1.30677
FBtr0346903	500	315	31.0213	0.0620425	0.0984802
FBtr0346904	500	167	-9.85213	-0.0197043	-0.0589948
FBtr0300041	500	175	50.7826	0.101565	0.290186
FBtr0343932	500	175	50.7826	0.101565	0.290186
FBtr0113726	500	175	50.7826	0.101565	0.290186
FBtr0113725	500	175	50.7826	0.101565	0.290186
FBtr0113724	500	175	50.7826	0.101565	0.290186
FBtr0113723	500	175	50.7826	0.101565	0.290186
FBtr0113717	500	175	50.7826	0.101565	0.290186
FBtr0344446	500	175	437.067	0.874134	2.49753
FBtr0302542	500	175	437.067	0.874134	2.49753
FBtr0113727	500	175	295.897	0.591794	1.69084
FBtr0309316	500	175	180.902	0.361804	1.03372
FBtr0336924	500	175	498.999	0.997998	2.85142
FBtr0299903	500	175	498.999	0.997998	2.85142
FBtr0111134	500	175	498.999	0.997998	2.85142
FBtr0299926	500	175	947.475	1.89495	5.41415
FBtr0344466	500	175	490.05	0.980101	2.80029
FBtr0344465	500	175	490.05	0.980101	2.80029
FBtr0344112	500	175	490.05	0.980101	2.80029
FBtr0344111	500	175	490.05	0.980101	2.80029
FBtr0302021	500	175	490.05	0.980101	2.80029
FBtr0302020	500	175	490.05	0.980101	2.80029
FBtr0301619	500	175	490.05	0.980101	2.80029
FBtr0301618	500	175	490.05	0.980101	2.80029
FBtr0111190	500	175	-220.764	-0.441528	-1.26151
FBtr0111189	500	175	-287.23	-0.57446	-1.64131
